user_id,archetype,preferred_categories,issue_count,pr_count,push_count,repo_diversity,collab_density,label_diversity,sprint_velocity,recency_weight
u07204,kanban_ops,"Kanban,Customer Support,Bug Triage",23,13,9,3,0.445,3,3,0.56
u07205,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",44,5,2,6,0.883,10,8,0.893
u07206,oss_contributor,"Open Source,Research",19,60,29,24,0.209,6,4,0.846
u07207,kanban_ops,"Kanban,Customer Support,Bug Triage",20,9,17,1,0.749,9,4,0.746
u07208,solo_hacker,"Kanban,Open Source,Research",10,7,77,39,0.246,1,1,0.427
u07209,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",14,25,120,22,0.57,21,7,0.957
u07210,oss_contributor,"Open Source,Research",2,56,29,54,0.467,5,5,0.7
u07211,ml_researcher,"Research,Open Source",6,6,50,9,0.407,1,2,0.704
u07212,scrum_team_member,"Agile/Scrum,Release Management",22,10,52,6,0.864,9,4,0.621
u07213,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",36,24,19,6,0.866,10,21,0.733
u07214,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",40,8,23,3,0.8,14,10,0.904
u07215,scrum_team_member,"Agile/Scrum,Release Management",31,56,43,8,0.595,4,17,0.831
u07216,oss_contributor,"Open Source,Research",4,35,29,25,0.407,8,4,0.322
u07217,solo_hacker,"Kanban,Open Source,Research",10,4,16,6,0.122,2,6,0.344
u07218,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",11,12,13,4,0.926,6,31,0.916
u07219,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",22,33,46,13,0.689,3,4,0.895
u07220,solo_hacker,"Kanban,Open Source,Research",4,4,24,3,0.295,2,3,0.207
u07221,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",28,27,6,7,0.733,8,21,0.956
u07222,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",17,3,26,2,0.851,10,13,0.919
u07223,ml_researcher,"Research,Open Source",3,16,28,4,0.459,2,7,0.641
u07224,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",24,3,1,6,0.9,13,14,0.589
u07225,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",29,18,4,5,0.713,23,13,0.933
u07226,scrum_team_member,"Agile/Scrum,Release Management",24,15,54,6,0.825,5,9,0.736
u07227,scrum_team_member,"Agile/Scrum,Release Management",47,37,34,6,0.708,5,24,0.935
u07228,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",68,5,7,5,0.714,31,10,0.882
u07229,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",57,9,53,3,0.876,9,19,0.976
u07230,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",16,11,33,6,0.842,6,18,0.929
u07231,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",10,45,29,15,0.633,6,14,0.639
u07232,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",64,3,3,10,0.909,16,7,0.552
u07233,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",59,5,3,8,0.743,14,15,0.939
u07234,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",12,53,143,5,0.635,8,8,0.875
u07235,scrum_team_member,"Agile/Scrum,Release Management",26,7,27,5,0.877,8,9,0.872
u07236,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",54,4,7,12,0.621,14,6,0.695
u07237,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",16,11,57,5,0.867,16,19,0.993
u07238,scrum_team_member,"Agile/Scrum,Release Management",36,10,45,5,0.619,3,13,0.969
u07239,oss_contributor,"Open Source,Research",4,79,9,41,0.438,9,1,0.811
u07240,solo_hacker,"Kanban,Open Source,Research",3,9,16,14,0.033,7,5,0.322
u07241,oss_contributor,"Open Source,Research",5,36,27,32,0.527,6,2,0.671
u07242,kanban_ops,"Kanban,Customer Support,Bug Triage",9,5,10,4,0.498,4,4,0.571
u07243,scrum_team_member,"Agile/Scrum,Release Management",15,10,85,3,0.639,5,5,0.879
u07244,kanban_ops,"Kanban,Customer Support,Bug Triage",15,4,8,2,0.74,8,3,0.697
u07245,solo_hacker,"Kanban,Open Source,Research",1,1,32,9,0.034,1,5,0.745
u07246,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",12,54,106,12,0.504,5,6,0.991
u07247,scrum_team_member,"Agile/Scrum,Release Management",30,8,12,7,0.662,4,13,0.694
u07248,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",14,15,21,3,0.757,12,17,0.798
u07249,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",6,42,53,14,0.679,15,12,0.994
u07250,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",17,1,5,8,0.968,14,30,0.559
u07251,kanban_ops,"Kanban,Customer Support,Bug Triage",41,8,10,3,0.684,4,6,0.794
u07252,oss_contributor,"Open Source,Research",10,9,20,28,0.539,3,2,0.483
u07253,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",17,16,32,17,0.306,11,3,0.897
u07254,kanban_ops,"Kanban,Customer Support,Bug Triage",21,5,10,3,0.443,5,5,0.594
u07255,solo_hacker,"Kanban,Open Source,Research",1,3,29,36,0.285,3,2,0.287
u07256,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",28,10,33,3,0.85,12,21,0.716
u07257,kanban_ops,"Kanban,Customer Support,Bug Triage",39,8,9,5,0.461,13,3,0.865
u07258,kanban_ops,"Kanban,Customer Support,Bug Triage",41,5,21,2,0.446,8,5,0.747
u07259,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",65,3,7,6,0.778,17,11,0.575
u07260,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",22,17,64,20,0.675,5,10,0.989
u07261,solo_hacker,"Kanban,Open Source,Research",5,3,53,21,0.046,8,5,0.489
u07262,ml_researcher,"Research,Open Source",7,8,18,5,0.403,2,1,0.569
u07263,oss_contributor,"Open Source,Research",5,16,5,28,0.209,8,3,0.819
u07264,ml_researcher,"Research,Open Source",4,4,27,4,0.348,4,4,0.752
u07265,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",19,9,38,6,0.899,10,21,0.889
u07266,ml_researcher,"Research,Open Source",6,9,36,2,0.243,3,3,0.53
u07267,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",18,12,18,4,0.931,12,14,0.79
u07268,ml_researcher,"Research,Open Source",4,3,23,5,0.332,3,1,0.792
u07269,scrum_team_member,"Agile/Scrum,Release Management",24,16,95,3,0.897,9,11,0.825
u07270,scrum_team_member,"Agile/Scrum,Release Management",31,24,31,5,0.825,10,8,0.682
u07271,scrum_team_member,"Agile/Scrum,Release Management",49,19,100,4,0.8,2,19,0.654
u07272,kanban_ops,"Kanban,Customer Support,Bug Triage",7,3,5,8,0.618,9,7,0.568
u07273,ml_researcher,"Research,Open Source",8,16,39,3,0.433,6,2,0.588
u07274,kanban_ops,"Kanban,Customer Support,Bug Triage",27,3,44,4,0.635,7,6,0.607
u07275,oss_contributor,"Open Source,Research",3,25,27,28,0.234,4,3,0.782
u07276,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",48,3,8,7,0.769,16,7,0.856
u07277,kanban_ops,"Kanban,Customer Support,Bug Triage",7,3,12,2,0.61,7,4,0.66
u07278,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",12,9,21,4,0.983,15,47,0.817
u07279,solo_hacker,"Kanban,Open Source,Research",4,15,48,2,0.288,3,3,0.722
u07280,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",19,16,22,5,0.906,15,17,0.738
u07281,ml_researcher,"Research,Open Source",5,19,20,3,0.3,4,1,0.806
u07282,kanban_ops,"Kanban,Customer Support,Bug Triage",14,4,11,4,0.789,10,3,0.518
u07283,ml_researcher,"Research,Open Source",14,2,76,3,0.256,3,1,0.592
u07284,oss_contributor,"Open Source,Research",20,13,52,36,0.319,16,3,0.437
u07285,solo_hacker,"Kanban,Open Source,Research",5,2,243,11,0.084,5,6,0.369
u07286,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",25,10,24,10,0.705,10,26,0.714
u07287,solo_hacker,"Kanban,Open Source,Research",11,5,21,8,0.242,7,6,0.354
u07288,scrum_team_member,"Agile/Scrum,Release Management",19,17,41,6,0.649,3,12,0.815
u07289,solo_hacker,"Kanban,Open Source,Research",16,2,22,21,0.18,1,3,0.658
u07290,oss_contributor,"Open Source,Research",13,73,18,28,0.31,3,2,0.63
u07291,solo_hacker,"Kanban,Open Source,Research",5,2,20,3,0.27,4,4,0.457
u07292,kanban_ops,"Kanban,Customer Support,Bug Triage",30,4,19,2,0.695,7,4,0.609
u07293,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",11,15,23,4,0.981,8,14,0.845
u07294,oss_contributor,"Open Source,Research",2,18,24,18,0.268,7,1,0.631
u07295,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",4,51,30,21,0.484,11,9,0.718
u07296,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",53,4,4,6,0.629,16,13,0.872
u07297,solo_hacker,"Kanban,Open Source,Research",3,2,49,9,0.139,4,8,0.309
u07298,kanban_ops,"Kanban,Customer Support,Bug Triage",6,3,12,2,0.674,10,4,0.627
u07299,kanban_ops,"Kanban,Customer Support,Bug Triage",11,6,14,3,0.74,6,5,0.703
u07300,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",4,54,64,23,0.464,2,10,0.73
u07301,oss_contributor,"Open Source,Research",17,32,18,38,0.445,4,6,0.707
u07302,scrum_team_member,"Agile/Scrum,Release Management",31,11,51,7,0.553,4,7,0.834
u07303,kanban_ops,"Kanban,Customer Support,Bug Triage",13,4,9,3,0.6,15,5,0.578
u07304,scrum_team_member,"Agile/Scrum,Release Management",43,21,27,9,0.877,7,6,0.739
u07305,ml_researcher,"Research,Open Source",3,9,62,2,0.217,2,1,0.65
u07306,scrum_team_member,"Agile/Scrum,Release Management",15,15,48,6,0.814,5,7,0.79
u07307,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",20,3,3,5,0.704,34,10,0.835
u07308,solo_hacker,"Kanban,Open Source,Research",1,2,63,12,0.269,5,4,0.526
u07309,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",8,14,112,70,0.357,7,8,0.951
u07310,scrum_team_member,"Agile/Scrum,Release Management",38,18,70,7,0.541,4,9,0.716
u07311,kanban_ops,"Kanban,Customer Support,Bug Triage",16,12,6,3,0.417,6,3,0.858
u07312,scrum_team_member,"Agile/Scrum,Release Management",50,12,31,4,0.742,14,22,0.708
u07313,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",12,7,105,8,0.404,8,8,0.643
u07314,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",17,16,8,6,0.748,8,10,0.75
u07315,scrum_team_member,"Agile/Scrum,Release Management",13,35,118,3,0.726,2,5,0.923
u07316,oss_contributor,"Open Source,Research",1,33,14,52,0.356,2,5,0.654
u07317,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",123,1,3,9,0.674,41,13,0.842
u07318,ml_researcher,"Research,Open Source",7,11,4,4,0.468,3,2,0.4
u07319,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",37,13,22,3,0.924,8,30,0.916
u07320,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",7,20,121,16,0.399,4,6,0.606
u07321,kanban_ops,"Kanban,Customer Support,Bug Triage",21,4,22,6,0.466,7,3,0.753
u07322,scrum_team_member,"Agile/Scrum,Release Management",47,21,50,4,0.797,2,9,0.626
u07323,kanban_ops,"Kanban,Customer Support,Bug Triage",8,6,21,4,0.629,5,3,0.779
u07324,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",15,27,41,25,0.609,5,6,0.957
u07325,scrum_team_member,"Agile/Scrum,Release Management",30,28,50,3,0.796,4,8,0.734
u07326,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",78,21,53,18,0.487,5,4,0.862
u07327,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",29,4,3,6,0.891,11,14,0.707
u07328,solo_hacker,"Kanban,Open Source,Research",2,7,11,19,0.094,3,2,0.313
u07329,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",36,4,2,9,0.619,17,13,0.522
u07330,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",53,5,27,3,0.97,8,11,0.749
u07331,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",66,3,12,7,0.984,22,10,0.953
u07332,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",11,12,57,5,0.942,15,7,0.859
u07333,ml_researcher,"Research,Open Source",10,4,16,6,0.492,4,2,0.654
u07334,scrum_team_member,"Agile/Scrum,Release Management",49,33,32,9,0.755,4,9,0.713
u07335,scrum_team_member,"Agile/Scrum,Release Management",26,17,15,11,0.755,4,6,0.801
u07336,scrum_team_member,"Agile/Scrum,Release Management",45,17,63,3,0.638,6,8,0.755
u07337,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",20,66,88,23,0.313,5,8,0.765
u07338,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",116,9,4,7,0.881,21,36,0.69
u07339,scrum_team_member,"Agile/Scrum,Release Management",38,42,16,8,0.627,3,8,0.739
u07340,scrum_team_member,"Agile/Scrum,Release Management",69,8,27,5,0.572,6,8,0.997
u07341,solo_hacker,"Kanban,Open Source,Research",13,5,20,29,0.153,5,4,0.255
u07342,oss_contributor,"Open Source,Research",7,23,26,26,0.366,6,4,0.629
u07343,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",18,27,93,22,0.637,7,10,0.928
u07344,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",19,7,14,5,0.907,13,14,0.734
u07345,scrum_team_member,"Agile/Scrum,Release Management",51,11,33,5,0.835,5,5,0.66
u07346,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",32,9,16,4,0.802,31,15,0.985
u07347,ml_researcher,"Research,Open Source",3,5,72,5,0.24,2,5,0.642
u07348,kanban_ops,"Kanban,Customer Support,Bug Triage",7,22,43,2,0.536,6,6,0.663
u07349,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",17,30,143,10,0.61,5,9,0.776
u07350,scrum_team_member,"Agile/Scrum,Release Management",46,27,25,12,0.777,5,7,0.913
u07351,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",70,9,3,9,0.854,22,13,0.794
u07352,kanban_ops,"Kanban,Customer Support,Bug Triage",16,19,32,2,0.775,7,2,0.567
u07353,ml_researcher,"Research,Open Source",4,3,67,2,0.334,1,2,0.863
u07354,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",30,11,10,4,0.943,16,14,0.997
u07355,scrum_team_member,"Agile/Scrum,Release Management",78,12,54,5,0.821,2,7,0.953
u07356,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",23,30,63,8,0.521,4,5,0.909
u07357,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",50,1,5,7,0.66,8,14,0.603
u07358,solo_hacker,"Kanban,Open Source,Research",10,3,73,7,0.157,2,4,0.261
u07359,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",20,16,25,2,0.729,9,34,0.947
u07360,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",6,30,10,20,0.648,3,15,0.955
u07361,solo_hacker,"Kanban,Open Source,Research",5,5,10,20,0.092,5,4,0.451
u07362,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",103,7,5,8,0.731,15,15,0.819
u07363,oss_contributor,"Open Source,Research",9,39,16,67,0.223,6,2,0.857
u07364,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",9,27,89,47,0.59,5,4,0.617
u07365,kanban_ops,"Kanban,Customer Support,Bug Triage",64,6,8,2,0.776,10,2,0.71
u07366,scrum_team_member,"Agile/Scrum,Release Management",25,24,47,5,0.856,9,10,0.891
u07367,ml_researcher,"Research,Open Source",4,12,30,6,0.236,1,4,0.638
u07368,scrum_team_member,"Agile/Scrum,Release Management",46,8,35,9,0.639,3,29,0.708
u07369,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",24,2,8,15,0.901,9,12,0.67
u07370,kanban_ops,"Kanban,Customer Support,Bug Triage",20,6,32,6,0.558,17,5,0.684
u07371,ml_researcher,"Research,Open Source",4,10,55,6,0.351,2,1,0.45
u07372,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",12,25,12,5,0.774,11,32,0.735
u07373,kanban_ops,"Kanban,Customer Support,Bug Triage",12,6,10,3,0.606,10,7,0.577
u07374,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",10,42,74,22,0.564,6,23,0.826
u07375,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",60,3,6,6,0.849,14,13,0.536
u07376,oss_contributor,"Open Source,Research",4,35,25,43,0.403,9,3,0.542
u07377,kanban_ops,"Kanban,Customer Support,Bug Triage",29,5,9,2,0.776,8,3,0.841
u07378,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",37,2,5,7,0.719,22,18,0.541
u07379,scrum_team_member,"Agile/Scrum,Release Management",46,21,34,6,0.77,2,4,0.746
u07380,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",13,64,91,6,0.57,4,10,0.702
u07381,oss_contributor,"Open Source,Research",8,14,45,37,0.26,9,1,0.653
u07382,solo_hacker,"Kanban,Open Source,Research",3,2,33,33,0.019,5,8,0.334
u07383,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",60,1,6,5,0.798,13,7,0.644
u07384,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",37,27,73,15,0.647,4,9,0.607
u07385,solo_hacker,"Kanban,Open Source,Research",20,3,19,15,0.094,4,12,0.718
u07386,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",77,5,6,7,0.88,15,8,0.896
u07387,scrum_team_member,"Agile/Scrum,Release Management",44,15,71,4,0.881,3,13,0.915
u07388,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",5,11,27,7,0.445,13,14,0.612
u07389,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",12,32,34,41,0.641,3,3,0.613
u07390,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",9,32,27,20,0.31,3,7,0.818
u07391,scrum_team_member,"Agile/Scrum,Release Management",38,19,100,7,0.811,5,4,0.744
u07392,ml_researcher,"Research,Open Source",3,13,36,6,0.389,5,3,0.768
u07393,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",8,6,21,4,0.956,9,23,0.7
u07394,scrum_team_member,"Agile/Scrum,Release Management",28,5,18,8,0.732,7,6,0.696
u07395,oss_contributor,"Open Source,Research",1,46,5,47,0.299,7,2,0.536
u07396,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",36,3,6,6,0.703,16,15,0.865
u07397,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",51,5,3,9,0.826,42,12,0.694
u07398,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",22,38,47,45,0.463,3,6,0.838
u07399,kanban_ops,"Kanban,Customer Support,Bug Triage",26,3,10,3,0.541,7,7,0.773
u07400,kanban_ops,"Kanban,Customer Support,Bug Triage",12,8,5,5,0.527,10,5,0.648
u07401,solo_hacker,"Kanban,Open Source,Research",1,2,15,4,0.09,2,5,0.642
u07402,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",31,5,3,3,0.854,18,22,0.543
u07403,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",30,21,104,18,0.516,2,4,0.958
u07404,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",19,26,29,6,0.747,8,20,0.946
u07405,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",15,7,25,4,0.996,10,5,0.731
u07406,solo_hacker,"Kanban,Open Source,Research",10,3,107,14,0.06,3,3,0.242
u07407,ml_researcher,"Research,Open Source",5,11,80,3,0.313,3,5,0.887
u07408,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",18,19,58,12,0.546,6,11,0.682
u07409,ml_researcher,"Research,Open Source",6,4,52,3,0.464,3,4,0.532
u07410,solo_hacker,"Kanban,Open Source,Research",5,2,45,21,0.276,8,4,0.748
u07411,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",14,13,9,5,0.825,15,24,0.709
u07412,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",15,23,63,29,0.373,6,8,0.702
u07413,scrum_team_member,"Agile/Scrum,Release Management",27,5,48,8,0.816,4,10,0.787
u07414,oss_contributor,"Open Source,Research",14,18,40,21,0.222,11,2,0.87
u07415,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",65,2,8,11,0.746,31,8,0.573
u07416,scrum_team_member,"Agile/Scrum,Release Management",47,23,87,5,0.542,3,6,0.784
u07417,kanban_ops,"Kanban,Customer Support,Bug Triage",12,12,36,4,0.455,4,6,0.781
u07418,scrum_team_member,"Agile/Scrum,Release Management",43,11,26,5,0.855,3,9,0.723
u07419,kanban_ops,"Kanban,Customer Support,Bug Triage",23,10,17,3,0.426,4,5,0.82
u07420,kanban_ops,"Kanban,Customer Support,Bug Triage",8,9,10,4,0.476,12,5,0.759
u07421,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",21,15,29,4,0.931,14,16,0.767
u07422,kanban_ops,"Kanban,Customer Support,Bug Triage",24,5,13,4,0.45,3,5,0.885
u07423,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",105,3,9,8,0.66,22,25,0.958
u07424,solo_hacker,"Kanban,Open Source,Research",1,2,40,6,0.138,2,7,0.326
u07425,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",36,47,135,20,0.639,8,4,0.751
u07426,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",106,9,6,8,0.867,13,10,0.92
u07427,kanban_ops,"Kanban,Customer Support,Bug Triage",12,3,44,3,0.714,7,5,0.843
u07428,kanban_ops,"Kanban,Customer Support,Bug Triage",35,13,15,3,0.549,7,3,0.872
u07429,solo_hacker,"Kanban,Open Source,Research",1,7,32,23,0.155,3,10,0.503
u07430,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",22,18,92,24,0.588,7,13,0.824
u07431,scrum_team_member,"Agile/Scrum,Release Management",95,26,33,9,0.584,12,10,0.85
u07432,scrum_team_member,"Agile/Scrum,Release Management",26,11,87,10,0.847,3,6,0.7
u07433,scrum_team_member,"Agile/Scrum,Release Management",12,14,67,7,0.814,8,12,0.853
u07434,kanban_ops,"Kanban,Customer Support,Bug Triage",109,3,16,2,0.463,4,5,0.608
u07435,kanban_ops,"Kanban,Customer Support,Bug Triage",13,4,12,4,0.764,11,3,0.817
u07436,ml_researcher,"Research,Open Source",5,29,15,5,0.232,2,2,0.67
u07437,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",20,7,6,6,0.741,9,12,0.877
u07438,scrum_team_member,"Agile/Scrum,Release Management",21,16,50,7,0.641,2,6,0.723
u07439,scrum_team_member,"Agile/Scrum,Release Management",106,12,19,4,0.766,4,6,0.987
u07440,kanban_ops,"Kanban,Customer Support,Bug Triage",10,3,11,4,0.758,9,4,0.782
u07441,scrum_team_member,"Agile/Scrum,Release Management",39,18,40,6,0.876,5,14,0.906
u07442,solo_hacker,"Kanban,Open Source,Research",2,3,43,24,0.238,2,2,0.307
u07443,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",44,2,3,6,0.628,19,14,0.934
u07444,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",15,53,63,7,0.403,6,5,0.876
u07445,ml_researcher,"Research,Open Source",10,3,13,4,0.297,2,1,0.89
u07446,scrum_team_member,"Agile/Scrum,Release Management",33,68,73,7,0.703,4,14,0.781
u07447,scrum_team_member,"Agile/Scrum,Release Management",30,15,33,8,0.751,2,7,0.747
u07448,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",36,4,3,6,0.784,15,17,0.518
u07449,solo_hacker,"Kanban,Open Source,Research",2,3,120,18,0.149,2,6,0.464
u07450,scrum_team_member,"Agile/Scrum,Release Management",49,11,57,3,0.502,10,13,0.796
u07451,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",20,6,17,3,0.77,12,25,0.708
u07452,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",7,33,60,16,0.386,5,3,0.841
u07453,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",39,3,3,6,0.92,23,12,0.862
u07454,scrum_team_member,"Agile/Scrum,Release Management",34,23,70,9,0.71,6,9,0.606
u07455,solo_hacker,"Kanban,Open Source,Research",7,3,29,36,0.132,4,5,0.791
u07456,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",23,17,53,87,0.49,14,8,0.79
u07457,kanban_ops,"Kanban,Customer Support,Bug Triage",13,3,10,5,0.656,6,6,0.574
u07458,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",39,1,3,6,0.972,15,19,0.807
u07459,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",15,27,21,5,0.789,9,9,0.927
u07460,solo_hacker,"Kanban,Open Source,Research",2,2,20,18,0.138,3,2,0.675
u07461,solo_hacker,"Kanban,Open Source,Research",3,12,117,12,0.106,3,8,0.296
u07462,solo_hacker,"Kanban,Open Source,Research",5,2,40,36,0.039,6,11,0.763
u07463,solo_hacker,"Kanban,Open Source,Research",4,3,51,9,0.221,3,18,0.381
u07464,solo_hacker,"Kanban,Open Source,Research",2,5,52,33,0.145,1,5,0.21
u07465,scrum_team_member,"Agile/Scrum,Release Management",63,17,55,4,0.796,6,8,0.953
u07466,scrum_team_member,"Agile/Scrum,Release Management",37,29,19,4,0.699,11,8,0.655
u07467,solo_hacker,"Kanban,Open Source,Research",1,1,73,37,0.193,3,7,0.706
u07468,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",83,5,6,5,0.787,7,13,0.643
u07469,kanban_ops,"Kanban,Customer Support,Bug Triage",10,16,15,5,0.652,6,2,0.541
u07470,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",22,36,78,31,0.31,3,10,0.662
u07471,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",14,35,44,18,0.432,4,9,0.926
u07472,ml_researcher,"Research,Open Source",2,4,30,2,0.363,5,3,0.593
u07473,solo_hacker,"Kanban,Open Source,Research",20,1,35,9,0.229,1,2,0.52
u07474,kanban_ops,"Kanban,Customer Support,Bug Triage",7,15,12,2,0.712,6,5,0.817
u07475,scrum_team_member,"Agile/Scrum,Release Management",23,12,42,2,0.834,5,13,0.857
u07476,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",13,8,30,5,0.852,10,29,0.889
u07477,kanban_ops,"Kanban,Customer Support,Bug Triage",12,2,18,2,0.527,17,3,0.765
u07478,ml_researcher,"Research,Open Source",7,6,80,5,0.304,2,1,0.722
u07479,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",61,1,2,7,0.639,10,10,0.72
u07480,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",13,9,32,39,0.557,8,4,0.877
u07481,scrum_team_member,"Agile/Scrum,Release Management",20,8,42,10,0.589,7,4,0.99
u07482,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",45,9,3,8,0.674,19,8,0.55
u07483,solo_hacker,"Kanban,Open Source,Research",2,5,36,7,0.174,5,4,0.553
u07484,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",28,4,4,11,0.778,23,19,0.71
u07485,solo_hacker,"Kanban,Open Source,Research",4,2,76,16,0.022,3,2,0.669
